Step number, E_T (atomic units), Number of walkers
8.60900000e+03, 3.72002094e-01, 2.03000000e+02
8.61000000e+03, 3.69544222e-01, 2.04000000e+02
8.61100000e+03, 3.69543072e-01, 2.04000000e+02
8.61200000e+03, 3.69541922e-01, 2.04000000e+02
8.61300000e+03, 3.69540773e-01, 2.04000000e+02
8.61400000e+03, 3.69539623e-01, 2.04000000e+02
8.61500000e+03, 3.64660386e-01, 2.06000000e+02
8.61600000e+03, 3.64658671e-01, 2.06000000e+02
8.61700000e+03, 3.64656955e-01, 2.06000000e+02
8.61800000e+03, 3.71990335e-01, 2.03000000e+02
8.61900000e+03, 3.74458612e-01, 2.02000000e+02
8.62000000e+03, 3.76939430e-01, 2.01000000e+02
8.62100000e+03, 3.74457746e-01, 2.02000000e+02
8.62200000e+03, 3.74457168e-01, 2.02000000e+02
8.62300000e+03, 3.71987451e-01, 2.03000000e+02
8.62400000e+03, 3.71986587e-01, 2.03000000e+02
8.62500000e+03, 3.74454865e-01, 2.02000000e+02
8.62600000e+03, 3.76935683e-01, 2.01000000e+02
8.62700000e+03, 3.76935394e-01, 2.01000000e+02
8.62800000e+03, 3.76935105e-01, 2.01000000e+02
8.62900000e+03, 3.76934816e-01, 2.01000000e+02
8.63000000e+03, 3.74453132e-01, 2.02000000e+02
8.63100000e+03, 3.74452555e-01, 2.02000000e+02
8.63200000e+03, 3.79427144e-01, 2.00000000e+02
8.63300000e+03, 3.79427144e-01, 2.00000000e+02
8.63400000e+03, 3.81933415e-01, 1.99000000e+02
8.63500000e+03, 3.84452603e-01, 1.98000000e+02
8.63600000e+03, 3.84453185e-01, 1.98000000e+02
8.63700000e+03, 3.84453766e-01, 1.98000000e+02
8.63800000e+03, 3.84454348e-01, 1.98000000e+02
8.63900000e+03, 3.84454930e-01, 1.98000000e+02
8.64000000e+03, 3.89531697e-01, 1.96000000e+02
8.64100000e+03, 3.89532867e-01, 1.96000000e+02
8.64200000e+03, 3.89534036e-01, 1.96000000e+02
8.64300000e+03, 3.86990670e-01, 1.97000000e+02
8.64400000e+03, 3.84459893e-01, 1.98000000e+02
8.64500000e+03, 3.84460474e-01, 1.98000000e+02
8.64600000e+03, 3.84461056e-01, 1.98000000e+02
8.64700000e+03, 3.84461637e-01, 1.98000000e+02
8.64800000e+03, 3.84462218e-01, 1.98000000e+02
8.64900000e+03, 3.84462799e-01, 1.98000000e+02
8.65000000e+03, 3.86995031e-01, 1.97000000e+02
8.65100000e+03, 3.84464254e-01, 1.98000000e+02
8.65200000e+03, 3.89541020e-01, 1.96000000e+02
8.65300000e+03, 3.92099738e-01, 1.95000000e+02
8.65400000e+03, 3.86999116e-01, 1.97000000e+02
8.65500000e+03, 3.86999989e-01, 1.97000000e+02
8.65600000e+03, 3.92102947e-01, 1.95000000e+02
8.65700000e+03, 3.92104410e-01, 1.95000000e+02
8.65800000e+03, 3.92105872e-01, 1.95000000e+02
8.65900000e+03, 3.87005249e-01, 1.97000000e+02
8.66000000e+03, 3.87006122e-01, 1.97000000e+02
8.66100000e+03, 3.89551529e-01, 1.96000000e+02
8.66200000e+03, 3.87008161e-01, 1.97000000e+02
8.66300000e+03, 3.87009033e-01, 1.97000000e+02
8.66400000e+03, 3.89554440e-01, 1.96000000e+02
8.66500000e+03, 3.92113157e-01, 1.95000000e+02
8.66600000e+03, 3.87012532e-01, 1.97000000e+02
8.66700000e+03, 3.87013404e-01, 1.97000000e+02
8.66800000e+03, 3.89558811e-01, 1.96000000e+02
8.66900000e+03, 3.84483791e-01, 1.98000000e+02
8.67000000e+03, 3.84484370e-01, 1.98000000e+02
8.67100000e+03, 3.87016601e-01, 1.97000000e+02
8.67200000e+03, 3.87017472e-01, 1.97000000e+02
8.67300000e+03, 3.87018344e-01, 1.97000000e+02
8.67400000e+03, 3.84487564e-01, 1.98000000e+02
8.67500000e+03, 3.84488143e-01, 1.98000000e+02
8.67600000e+03, 3.84488723e-01, 1.98000000e+02
8.67700000e+03, 3.81970405e-01, 1.99000000e+02
8.67800000e+03, 3.87021242e-01, 1.97000000e+02
8.67900000e+03, 3.84490462e-01, 1.98000000e+02
8.68000000e+03, 3.76972102e-01, 2.01000000e+02
8.68100000e+03, 3.76971815e-01, 2.01000000e+02
8.68200000e+03, 3.76971527e-01, 2.01000000e+02
8.68300000e+03, 3.76971240e-01, 2.01000000e+02
8.68400000e+03, 3.76970953e-01, 2.01000000e+02
8.68500000e+03, 3.76970666e-01, 2.01000000e+02
8.68600000e+03, 3.79464149e-01, 2.00000000e+02
8.68700000e+03, 3.76970379e-01, 2.01000000e+02
8.68800000e+03, 3.74488697e-01, 2.02000000e+02
8.68900000e+03, 3.72018983e-01, 2.03000000e+02
8.69000000e+03, 3.74487267e-01, 2.02000000e+02
8.69100000e+03, 3.72017554e-01, 2.03000000e+02
8.69200000e+03, 3.72016698e-01, 2.03000000e+02
8.69300000e+03, 3.72015841e-01, 2.03000000e+02
8.69400000e+03, 3.72014985e-01, 2.03000000e+02
8.69500000e+03, 3.72014129e-01, 2.03000000e+02
8.69600000e+03, 3.79457579e-01, 2.00000000e+02
8.69700000e+03, 3.79457579e-01, 2.00000000e+02
8.69800000e+03, 3.79457579e-01, 2.00000000e+02
8.69900000e+03, 3.79457579e-01, 2.00000000e+02
8.70000000e+03, 3.76963808e-01, 2.01000000e+02
8.70100000e+03, 3.76963521e-01, 2.01000000e+02
8.70200000e+03, 3.81963276e-01, 1.99000000e+02
8.70300000e+03, 3.81963564e-01, 1.99000000e+02
8.70400000e+03, 3.81963852e-01, 1.99000000e+02
8.70500000e+03, 3.79457869e-01, 2.00000000e+02
8.70600000e+03, 3.79457869e-01, 2.00000000e+02
8.70700000e+03, 3.79457869e-01, 2.00000000e+02
8.70800000e+03, 3.79457869e-01, 2.00000000e+02
8.70900000e+03, 3.81964140e-01, 1.99000000e+02
8.71000000e+03, 3.84483325e-01, 1.98000000e+02
8.71100000e+03, 3.87015553e-01, 1.97000000e+02
8.71200000e+03, 3.84484769e-01, 1.98000000e+02
8.71300000e+03, 3.81966449e-01, 1.99000000e+02
8.71400000e+03, 3.81966737e-01, 1.99000000e+02
8.71500000e+03, 3.84485922e-01, 1.98000000e+02
8.71600000e+03, 3.84486498e-01, 1.98000000e+02
8.71700000e+03, 3.79461907e-01, 2.00000000e+02
8.71800000e+03, 3.81968178e-01, 1.99000000e+02
8.71900000e+03, 3.81968465e-01, 1.99000000e+02
8.72000000e+03, 3.81968753e-01, 1.99000000e+02
8.72100000e+03, 3.79462769e-01, 2.00000000e+02
8.72200000e+03, 3.81969040e-01, 1.99000000e+02
8.72300000e+03, 3.81969327e-01, 1.99000000e+02
8.72400000e+03, 3.81969615e-01, 1.99000000e+02
8.72500000e+03, 3.87020450e-01, 1.97000000e+02
8.72600000e+03, 3.87021316e-01, 1.97000000e+02
8.72700000e+03, 3.87022182e-01, 1.97000000e+02
8.72800000e+03, 3.87023048e-01, 1.97000000e+02
8.72900000e+03, 3.87023914e-01, 1.97000000e+02
8.73000000e+03, 3.87024780e-01, 1.97000000e+02
8.73100000e+03, 3.87025645e-01, 1.97000000e+02
8.73200000e+03, 3.87026511e-01, 1.97000000e+02
8.73300000e+03, 3.87027376e-01, 1.97000000e+02
8.73400000e+03, 3.87028241e-01, 1.97000000e+02
8.73500000e+03, 3.87029107e-01, 1.97000000e+02
8.73600000e+03, 3.89574506e-01, 1.96000000e+02
8.73700000e+03, 3.92133213e-01, 1.95000000e+02
8.73800000e+03, 3.92134662e-01, 1.95000000e+02
8.73900000e+03, 3.94706810e-01, 1.94000000e+02
8.74000000e+03, 3.94708553e-01, 1.94000000e+02
8.74100000e+03, 3.94710296e-01, 1.94000000e+02
8.74200000e+03, 3.97296023e-01, 1.93000000e+02
8.74300000e+03, 3.94714076e-01, 1.94000000e+02
8.74400000e+03, 3.94715818e-01, 1.94000000e+02
8.74500000e+03, 3.89589309e-01, 1.96000000e+02
8.74600000e+03, 3.89590464e-01, 1.96000000e+02
8.74700000e+03, 3.94719869e-01, 1.94000000e+02
8.74800000e+03, 3.94721611e-01, 1.94000000e+02
8.74900000e+03, 3.89595101e-01, 1.96000000e+02
8.75000000e+03, 3.94724506e-01, 1.94000000e+02
8.75100000e+03, 3.94726247e-01, 1.94000000e+02
8.75200000e+03, 3.94727987e-01, 1.94000000e+02
8.75300000e+03, 3.94729727e-01, 1.94000000e+02
8.75400000e+03, 3.94731467e-01, 1.94000000e+02
8.75500000e+03, 3.94733207e-01, 1.94000000e+02
8.75600000e+03, 3.94734946e-01, 1.94000000e+02
8.75700000e+03, 3.94736686e-01, 1.94000000e+02
8.75800000e+03, 3.89610175e-01, 1.96000000e+02
8.75900000e+03, 3.89611328e-01, 1.96000000e+02
8.76000000e+03, 3.89612481e-01, 1.96000000e+02
8.76100000e+03, 3.89613634e-01, 1.96000000e+02
8.76200000e+03, 3.89614787e-01, 1.96000000e+02
8.76300000e+03, 3.89615940e-01, 1.96000000e+02
8.76400000e+03, 3.89617093e-01, 1.96000000e+02
8.76500000e+03, 3.89618246e-01, 1.96000000e+02
8.76600000e+03, 3.89619398e-01, 1.96000000e+02
8.76700000e+03, 3.89620550e-01, 1.96000000e+02
8.76800000e+03, 3.84545517e-01, 1.98000000e+02
8.76900000e+03, 3.87077741e-01, 1.97000000e+02
8.77000000e+03, 3.87078603e-01, 1.97000000e+02
8.77100000e+03, 3.84547813e-01, 1.98000000e+02
8.77200000e+03, 3.87080037e-01, 1.97000000e+02
8.77300000e+03, 3.92182984e-01, 1.95000000e+02
8.77400000e+03, 3.89626876e-01, 1.96000000e+02
8.77500000e+03, 3.89628028e-01, 1.96000000e+02
8.77600000e+03, 3.89629179e-01, 1.96000000e+02
8.77700000e+03, 3.87085795e-01, 1.97000000e+02
8.77800000e+03, 3.87086656e-01, 1.97000000e+02
8.77900000e+03, 3.87087517e-01, 1.97000000e+02
8.78000000e+03, 3.84556727e-01, 1.98000000e+02
8.78100000e+03, 3.89633485e-01, 1.96000000e+02
8.78200000e+03, 3.92192186e-01, 1.95000000e+02
8.78300000e+03, 3.92193627e-01, 1.95000000e+02
8.78400000e+03, 3.92195068e-01, 1.95000000e+02
8.78500000e+03, 3.92196509e-01, 1.95000000e+02
8.78600000e+03, 3.94768650e-01, 1.94000000e+02
8.78700000e+03, 3.92199684e-01, 1.95000000e+02
8.78800000e+03, 3.89643574e-01, 1.96000000e+02
8.78900000e+03, 3.92202274e-01, 1.95000000e+02
8.79000000e+03, 3.92203714e-01, 1.95000000e+02
8.79100000e+03, 3.89647604e-01, 1.96000000e+02
8.79200000e+03, 3.92206303e-01, 1.95000000e+02
8.79300000e+03, 3.92207743e-01, 1.95000000e+02
8.79400000e+03, 3.87107098e-01, 1.97000000e+02
8.79500000e+03, 3.87107957e-01, 1.97000000e+02
8.79600000e+03, 3.87108816e-01, 1.97000000e+02
8.79700000e+03, 3.84578024e-01, 1.98000000e+02
8.79800000e+03, 3.82059699e-01, 1.99000000e+02
8.79900000e+03, 3.79553713e-01, 2.00000000e+02
8.80000000e+03, 3.82059984e-01, 1.99000000e+02
8.80100000e+03, 3.79553997e-01, 2.00000000e+02
8.80200000e+03, 3.77060227e-01, 2.01000000e+02
8.80300000e+03, 3.77059943e-01, 2.01000000e+02
8.80400000e+03, 3.74578265e-01, 2.02000000e+02
8.80500000e+03, 3.74577700e-01, 2.02000000e+02
8.80600000e+03, 3.74577135e-01, 2.02000000e+02
8.80700000e+03, 3.72107429e-01, 2.03000000e+02
8.80800000e+03, 3.72106584e-01, 2.03000000e+02
8.80900000e+03, 3.74574880e-01, 2.02000000e+02
8.81000000e+03, 3.74574315e-01, 2.02000000e+02
8.81100000e+03, 3.77055145e-01, 2.01000000e+02
8.81200000e+03, 3.77054862e-01, 2.01000000e+02
8.81300000e+03, 3.74573184e-01, 2.02000000e+02
8.81400000e+03, 3.74572620e-01, 2.02000000e+02
8.81500000e+03, 3.72102915e-01, 2.03000000e+02
8.81600000e+03, 3.72102070e-01, 2.03000000e+02
8.81700000e+03, 3.74570366e-01, 2.02000000e+02
8.81800000e+03, 3.77051197e-01, 2.01000000e+02
8.81900000e+03, 3.77050914e-01, 2.01000000e+02
8.82000000e+03, 3.77050631e-01, 2.01000000e+02
8.82100000e+03, 3.82050390e-01, 1.99000000e+02
8.82200000e+03, 3.82050674e-01, 1.99000000e+02
8.82300000e+03, 3.79544688e-01, 2.00000000e+02
8.82400000e+03, 3.79544688e-01, 2.00000000e+02
8.82500000e+03, 3.77050917e-01, 2.01000000e+02
8.82600000e+03, 3.79544405e-01, 2.00000000e+02
8.82700000e+03, 3.79544405e-01, 2.00000000e+02
8.82800000e+03, 3.82050676e-01, 1.99000000e+02
8.82900000e+03, 3.79544689e-01, 2.00000000e+02
8.83000000e+03, 3.79544689e-01, 2.00000000e+02
8.83100000e+03, 3.79544689e-01, 2.00000000e+02
8.83200000e+03, 3.74569523e-01, 2.02000000e+02
8.83300000e+03, 3.72099819e-01, 2.03000000e+02
8.83400000e+03, 3.74568117e-01, 2.02000000e+02
8.83500000e+03, 3.72098413e-01, 2.03000000e+02
8.83600000e+03, 3.72097571e-01, 2.03000000e+02
8.83700000e+03, 3.69639721e-01, 2.04000000e+02
8.83800000e+03, 3.69638600e-01, 2.04000000e+02
8.83900000e+03, 3.67192487e-01, 2.05000000e+02
8.84000000e+03, 3.69636083e-01, 2.04000000e+02
8.84100000e+03, 3.69634963e-01, 2.04000000e+02
8.84200000e+03, 3.69633843e-01, 2.04000000e+02
8.84300000e+03, 3.69632723e-01, 2.04000000e+02
8.84400000e+03, 3.67186611e-01, 2.05000000e+02
8.84500000e+03, 3.67185215e-01, 2.05000000e+02
8.84600000e+03, 3.67183819e-01, 2.05000000e+02
8.84700000e+03, 3.67182424e-01, 2.05000000e+02
8.84800000e+03, 3.64747933e-01, 2.06000000e+02
8.84900000e+03, 3.64746263e-01, 2.06000000e+02
8.85000000e+03, 3.64744593e-01, 2.06000000e+02
8.85100000e+03, 3.64742923e-01, 2.06000000e+02
8.85200000e+03, 3.62319941e-01, 2.07000000e+02
8.85300000e+03, 3.64739310e-01, 2.06000000e+02
8.85400000e+03, 3.62316328e-01, 2.07000000e+02
8.85500000e+03, 3.62314385e-01, 2.07000000e+02
8.85600000e+03, 3.64733755e-01, 2.06000000e+02
8.85700000e+03, 3.62310774e-01, 2.07000000e+02
8.85800000e+03, 3.64730144e-01, 2.06000000e+02
8.85900000e+03, 3.64728476e-01, 2.06000000e+02
8.86000000e+03, 3.62305495e-01, 2.07000000e+02
8.86100000e+03, 3.62303554e-01, 2.07000000e+02
8.86200000e+03, 3.62301613e-01, 2.07000000e+02
8.86300000e+03, 3.59890028e-01, 2.08000000e+02
8.86400000e+03, 3.62297459e-01, 2.07000000e+02
8.86500000e+03, 3.67149926e-01, 2.05000000e+02
8.86600000e+03, 3.67148533e-01, 2.05000000e+02
8.86700000e+03, 3.64714046e-01, 2.06000000e+02
8.86800000e+03, 3.64712379e-01, 2.06000000e+02
8.86900000e+03, 3.64710712e-01, 2.06000000e+02
8.87000000e+03, 3.62287734e-01, 2.07000000e+02
8.87100000e+03, 3.62285794e-01, 2.07000000e+02
8.87200000e+03, 3.62283855e-01, 2.07000000e+02
8.87300000e+03, 3.64703229e-01, 2.06000000e+02
8.87400000e+03, 3.62280251e-01, 2.07000000e+02
8.87500000e+03, 3.69577712e-01, 2.04000000e+02
8.87600000e+03, 3.74502745e-01, 2.02000000e+02
8.87700000e+03, 3.74502184e-01, 2.02000000e+02
8.87800000e+03, 3.69575476e-01, 2.04000000e+02
8.87900000e+03, 3.69574360e-01, 2.04000000e+02
8.88000000e+03, 3.67128253e-01, 2.05000000e+02
8.88100000e+03, 3.67126862e-01, 2.05000000e+02
8.88200000e+03, 3.67125472e-01, 2.05000000e+02
8.88300000e+03, 3.67124082e-01, 2.05000000e+02
8.88400000e+03, 3.67122692e-01, 2.05000000e+02
8.88500000e+03, 3.69566295e-01, 2.04000000e+02
8.88600000e+03, 3.72022188e-01, 2.03000000e+02
8.88700000e+03, 3.72021350e-01, 2.03000000e+02
8.88800000e+03, 3.72020513e-01, 2.03000000e+02
8.88900000e+03, 3.72019675e-01, 2.03000000e+02
8.89000000e+03, 3.74487978e-01, 2.02000000e+02
8.89100000e+03, 3.72018278e-01, 2.03000000e+02
8.89200000e+03, 3.74486582e-01, 2.02000000e+02
8.89300000e+03, 3.74486022e-01, 2.02000000e+02
8.89400000e+03, 3.74485463e-01, 2.02000000e+02
8.89500000e+03, 3.72015762e-01, 2.03000000e+02
8.89600000e+03, 3.72014925e-01, 2.03000000e+02
8.89700000e+03, 3.76964624e-01, 2.01000000e+02
8.89800000e+03, 3.74482949e-01, 2.02000000e+02
8.89900000e+03, 3.74482390e-01, 2.02000000e+02
8.90000000e+03, 3.74481831e-01, 2.02000000e+02
8.90100000e+03, 3.72012131e-01, 2.03000000e+02
8.90200000e+03, 3.74480436e-01, 2.02000000e+02
8.90300000e+03, 3.74479877e-01, 2.02000000e+02
8.90400000e+03, 3.76960713e-01, 2.01000000e+02
8.90500000e+03, 3.74479038e-01, 2.02000000e+02
8.90600000e+03, 3.74478479e-01, 2.02000000e+02
8.90700000e+03, 3.74477921e-01, 2.02000000e+02
8.90800000e+03, 3.79452527e-01, 2.00000000e+02
8.90900000e+03, 3.84477695e-01, 1.98000000e+02
8.91000000e+03, 3.84478259e-01, 1.98000000e+02
8.91100000e+03, 3.84478823e-01, 1.98000000e+02
8.91200000e+03, 3.84479387e-01, 1.98000000e+02
8.91300000e+03, 3.89556137e-01, 1.96000000e+02
8.91400000e+03, 3.87012735e-01, 1.97000000e+02
8.91500000e+03, 3.84481932e-01, 1.98000000e+02
8.91600000e+03, 3.84482496e-01, 1.98000000e+02
8.91700000e+03, 3.84483060e-01, 1.98000000e+02
8.91800000e+03, 3.81964726e-01, 1.99000000e+02
8.91900000e+03, 3.79458736e-01, 2.00000000e+02
8.92000000e+03, 3.79458736e-01, 2.00000000e+02
8.92100000e+03, 3.81965007e-01, 1.99000000e+02
8.92200000e+03, 3.81965288e-01, 1.99000000e+02
8.92300000e+03, 3.81965569e-01, 1.99000000e+02
8.92400000e+03, 3.81965850e-01, 1.99000000e+02
8.92500000e+03, 3.81966131e-01, 1.99000000e+02
8.92600000e+03, 3.89561494e-01, 1.96000000e+02
8.92700000e+03, 3.89562626e-01, 1.96000000e+02
8.92800000e+03, 3.89563757e-01, 1.96000000e+02
8.92900000e+03, 3.89564889e-01, 1.96000000e+02
8.93000000e+03, 3.92123571e-01, 1.95000000e+02
8.93100000e+03, 3.92124988e-01, 1.95000000e+02
8.93200000e+03, 3.89568855e-01, 1.96000000e+02
8.93300000e+03, 3.87025451e-01, 1.97000000e+02
8.93400000e+03, 3.84494646e-01, 1.98000000e+02
8.93500000e+03, 3.84495209e-01, 1.98000000e+02
8.93600000e+03, 3.84495771e-01, 1.98000000e+02
8.93700000e+03, 3.79471166e-01, 2.00000000e+02
8.93800000e+03, 3.76977395e-01, 2.01000000e+02
8.93900000e+03, 3.79470887e-01, 2.00000000e+02
8.94000000e+03, 3.79470887e-01, 2.00000000e+02
8.94100000e+03, 3.79470887e-01, 2.00000000e+02
8.94200000e+03, 3.76977116e-01, 2.01000000e+02
8.94300000e+03, 3.76976837e-01, 2.01000000e+02
8.94400000e+03, 3.74495163e-01, 2.02000000e+02
8.94500000e+03, 3.74494607e-01, 2.02000000e+02
8.94600000e+03, 3.74494051e-01, 2.02000000e+02
8.94700000e+03, 3.74493495e-01, 2.02000000e+02
8.94800000e+03, 3.76974333e-01, 2.01000000e+02
8.94900000e+03, 3.79467826e-01, 2.00000000e+02
8.95000000e+03, 3.79467826e-01, 2.00000000e+02
8.95100000e+03, 3.81974096e-01, 1.99000000e+02
8.95200000e+03, 3.81974376e-01, 1.99000000e+02
8.95300000e+03, 3.81974656e-01, 1.99000000e+02
8.95400000e+03, 3.81974936e-01, 1.99000000e+02
8.95500000e+03, 3.76975175e-01, 2.01000000e+02
8.95600000e+03, 3.74493501e-01, 2.02000000e+02
8.95700000e+03, 3.72023805e-01, 2.03000000e+02
8.95800000e+03, 3.69565967e-01, 2.04000000e+02
8.95900000e+03, 3.72021869e-01, 2.03000000e+02
8.96000000e+03, 3.72021038e-01, 2.03000000e+02
8.96100000e+03, 3.72020207e-01, 2.03000000e+02
8.96200000e+03, 3.76969912e-01, 2.01000000e+02
8.96300000e+03, 3.76969633e-01, 2.01000000e+02
8.96400000e+03, 3.74487960e-01, 2.02000000e+02
8.96500000e+03, 3.76968800e-01, 2.01000000e+02
8.96600000e+03, 3.76968522e-01, 2.01000000e+02
8.96700000e+03, 3.76968244e-01, 2.01000000e+02
8.96800000e+03, 3.76967966e-01, 2.01000000e+02
8.96900000e+03, 3.76967688e-01, 2.01000000e+02
8.97000000e+03, 3.74486015e-01, 2.02000000e+02
8.97100000e+03, 3.72016319e-01, 2.03000000e+02
8.97200000e+03, 3.72015490e-01, 2.03000000e+02
8.97300000e+03, 3.74483801e-01, 2.02000000e+02
8.97400000e+03, 3.76964641e-01, 2.01000000e+02
8.97500000e+03, 3.74482968e-01, 2.02000000e+02
8.97600000e+03, 3.72013273e-01, 2.03000000e+02
8.97700000e+03, 3.72012444e-01, 2.03000000e+02
8.97800000e+03, 3.74480755e-01, 2.02000000e+02
8.97900000e+03, 3.74480201e-01, 2.02000000e+02
8.98000000e+03, 3.74479647e-01, 2.02000000e+02
8.98100000e+03, 3.74479093e-01, 2.02000000e+02
8.98200000e+03, 3.76959934e-01, 2.01000000e+02
8.98300000e+03, 3.76959656e-01, 2.01000000e+02
8.98400000e+03, 3.76959379e-01, 2.01000000e+02
8.98500000e+03, 3.74477706e-01, 2.02000000e+02
8.98600000e+03, 3.72008012e-01, 2.03000000e+02
8.98700000e+03, 3.76957719e-01, 2.01000000e+02
8.98800000e+03, 3.79451212e-01, 2.00000000e+02
8.98900000e+03, 3.81957483e-01, 1.99000000e+02
8.99000000e+03, 3.84476659e-01, 1.98000000e+02
8.99100000e+03, 3.84477218e-01, 1.98000000e+02
8.99200000e+03, 3.84477777e-01, 1.98000000e+02
8.99300000e+03, 3.84478336e-01, 1.98000000e+02
8.99400000e+03, 3.84478894e-01, 1.98000000e+02
8.99500000e+03, 3.84479453e-01, 1.98000000e+02
8.99600000e+03, 3.84480012e-01, 1.98000000e+02
8.99700000e+03, 3.84480570e-01, 1.98000000e+02
8.99800000e+03, 3.87012780e-01, 1.97000000e+02
8.99900000e+03, 3.87013620e-01, 1.97000000e+02
9.00000000e+03, 3.89558994e-01, 1.96000000e+02
9.00100000e+03, 3.89560117e-01, 1.96000000e+02
9.00200000e+03, 3.94689489e-01, 1.94000000e+02
9.00300000e+03, 3.92120481e-01, 1.95000000e+02
9.00400000e+03, 3.92121887e-01, 1.95000000e+02
9.00500000e+03, 3.92123293e-01, 1.95000000e+02
9.00600000e+03, 3.87022614e-01, 1.97000000e+02
9.00700000e+03, 3.87023453e-01, 1.97000000e+02
9.00800000e+03, 3.87024292e-01, 1.97000000e+02
9.00900000e+03, 3.87025131e-01, 1.97000000e+02
9.01000000e+03, 3.87025969e-01, 1.97000000e+02
9.01100000e+03, 3.87026808e-01, 1.97000000e+02
9.01200000e+03, 3.87027647e-01, 1.97000000e+02
9.01300000e+03, 3.84496834e-01, 1.98000000e+02
9.01400000e+03, 3.84497392e-01, 1.98000000e+02
9.01500000e+03, 3.79472781e-01, 2.00000000e+02
9.01600000e+03, 3.76979011e-01, 2.01000000e+02
9.01700000e+03, 3.74497339e-01, 2.02000000e+02
9.01800000e+03, 3.69570639e-01, 2.04000000e+02
9.01900000e+03, 3.69569542e-01, 2.04000000e+02
9.02000000e+03, 3.69568444e-01, 2.04000000e+02
9.02100000e+03, 3.67122353e-01, 2.05000000e+02
9.02200000e+03, 3.67120985e-01, 2.05000000e+02
9.02300000e+03, 3.72021616e-01, 2.03000000e+02
9.02400000e+03, 3.72020791e-01, 2.03000000e+02
9.02500000e+03, 3.72019966e-01, 2.03000000e+02
9.02600000e+03, 3.72019141e-01, 2.03000000e+02
9.02700000e+03, 3.72018317e-01, 2.03000000e+02
9.02800000e+03, 3.72017492e-01, 2.03000000e+02
9.02900000e+03, 3.69559660e-01, 2.04000000e+02
9.03000000e+03, 3.69558563e-01, 2.04000000e+02
9.03100000e+03, 3.69557467e-01, 2.04000000e+02
9.03200000e+03, 3.72013378e-01, 2.03000000e+02
9.03300000e+03, 3.74481695e-01, 2.02000000e+02
9.03400000e+03, 3.76962538e-01, 2.01000000e+02
9.03500000e+03, 3.76962262e-01, 2.01000000e+02
9.03600000e+03, 3.79455757e-01, 2.00000000e+02
9.03700000e+03, 3.79455757e-01, 2.00000000e+02
9.03800000e+03, 3.79455757e-01, 2.00000000e+02
9.03900000e+03, 3.79455757e-01, 2.00000000e+02
9.04000000e+03, 3.79455757e-01, 2.00000000e+02
9.04100000e+03, 3.81962028e-01, 1.99000000e+02
9.04200000e+03, 3.87012853e-01, 1.97000000e+02
9.04300000e+03, 3.87013689e-01, 1.97000000e+02
9.04400000e+03, 3.84482874e-01, 1.98000000e+02
9.04500000e+03, 3.81964532e-01, 1.99000000e+02
9.04600000e+03, 3.84483706e-01, 1.98000000e+02
9.04700000e+03, 3.84484262e-01, 1.98000000e+02
9.04800000e+03, 3.87016468e-01, 1.97000000e+02
9.04900000e+03, 3.89561838e-01, 1.96000000e+02
9.05000000e+03, 3.89562955e-01, 1.96000000e+02
9.05100000e+03, 3.87019536e-01, 1.97000000e+02
9.05200000e+03, 3.89564906e-01, 1.96000000e+02
9.05300000e+03, 3.92123572e-01, 1.95000000e+02
9.05400000e+03, 3.89567420e-01, 1.96000000e+02
9.05500000e+03, 3.87024001e-01, 1.97000000e+02
9.05600000e+03, 3.89569370e-01, 1.96000000e+02
9.05700000e+03, 3.89570486e-01, 1.96000000e+02
9.05800000e+03, 3.89571601e-01, 1.96000000e+02
9.05900000e+03, 3.87028181e-01, 1.97000000e+02
9.06000000e+03, 3.89573550e-01, 1.96000000e+02
9.06100000e+03, 3.89574665e-01, 1.96000000e+02
9.06200000e+03, 3.89575780e-01, 1.96000000e+02
9.06300000e+03, 3.87032360e-01, 1.97000000e+02
9.06400000e+03, 3.87033194e-01, 1.97000000e+02
9.06500000e+03, 3.89578562e-01, 1.96000000e+02
9.06600000e+03, 3.89579677e-01, 1.96000000e+02
9.06700000e+03, 3.87036256e-01, 1.97000000e+02
9.06800000e+03, 3.84505439e-01, 1.98000000e+02
9.06900000e+03, 3.81987096e-01, 1.99000000e+02
9.07000000e+03, 3.81987372e-01, 1.99000000e+02
9.07100000e+03, 3.81987648e-01, 1.99000000e+02
9.07200000e+03, 3.87038473e-01, 1.97000000e+02
9.07300000e+03, 3.84507655e-01, 1.98000000e+02
9.07400000e+03, 3.79483041e-01, 2.00000000e+02
9.07500000e+03, 3.79483041e-01, 2.00000000e+02
9.07600000e+03, 3.79483041e-01, 2.00000000e+02
9.07700000e+03, 3.76989270e-01, 2.01000000e+02
9.07800000e+03, 3.74507600e-01, 2.02000000e+02
9.07900000e+03, 3.74507052e-01, 2.02000000e+02
9.08000000e+03, 3.74506504e-01, 2.02000000e+02
9.08100000e+03, 3.74505956e-01, 2.02000000e+02
9.08200000e+03, 3.79480574e-01, 2.00000000e+02
9.08300000e+03, 3.84505742e-01, 1.98000000e+02
9.08400000e+03, 3.87037946e-01, 1.97000000e+02
9.08500000e+03, 3.92140863e-01, 1.95000000e+02
9.08600000e+03, 3.89584706e-01, 1.96000000e+02
9.08700000e+03, 3.89585818e-01, 1.96000000e+02
9.08800000e+03, 3.89586930e-01, 1.96000000e+02
9.08900000e+03, 3.89588041e-01, 1.96000000e+02
9.09000000e+03, 3.89589152e-01, 1.96000000e+02
